c_iss_pf,c_oss_pf,channels,configuration,division,i_d_25c_a,i_d_pulse_a,ispn,last_update_sami_pss,parameter_group_name,product_category,product_line,product_name,q_g_10v_nc,q_g_4_5v_nc,qualification,r_ds_on_10v_mohm,r_ds_on_25c_mohm,r_ds_on_4_5v_mohm,sales_product_number,technology_sami,v_ds_v,v_gs_th_max_v,v_gs_th_min_v,v_gs_th_typ_v,voltage_class_v
1820.0,214.0,,,PSS,50.0,200.0,IWW588P71P2 X,2025-05-20 06:58:04.092,Category 38,Prod Category 15,51,IWW588P71P2 X,23.0,,Industrial,20.0,,,SP888648443,Category 33,150.0,4.0,2.0,3.0,
,,,,PSS,32.0,139.0,IWV61S801QYM0O,2025-05-20 06:58:04.092,Category 2,Prod Category 19,52,IWV61S801QYM0O,,,Automotive,75.0,,,SP881168392,Category 11,650.0,4.5,3.5,4.0,650.0
,,,,PSS,149.0,495.0,IWMC68S871QYM0,2025-05-20 06:58:04.092,Category 24,,52,IWMC68S871QYM0,251.0,,Industrial,15.0,,,SP881379698,Category 9,600.0,4.5,3.5,4.0,600.0
,,,,PSS,,,ISY0259,2025-05-20 06:58:04.092,Category 29,,15,,,,Standard,,,,SP887166783,Category 55,-12.0,,,,
,,,,PSS,-3.7,,ISTLT6385RSWVY-7,2025-05-20 06:58:04.092,Category 31,,15,,,8.0,Standard,,,65.0,SP887164953,Category 30,-20.0,-1.2,-0.4,-0.55,
1000.0,180.0,,,PSS,49.0,196.0,VBQ770P84PB1,2025-05-20 06:58:04.092,Category 36,Prod Category 15,18,VBQ770P84PB1,15.0,,Industrial,11.7,,,SP887591854,Category 38,80.0,3.8,2.2,3.0,
,,,,PSS,170.0,,ISY5583B,2025-05-20 06:58:04.092,Category 3,,18,,,,Standard,3.6,,,SP887162558,Category 30,40.0,,,,
,,,,PSS,13.0,34.0,IWM48S268W0,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM48S268W0,30.0,,Industrial,360.0,,,SP887622176,Category 18,800.0,3.5,2.5,3.0,
860.0,210.0,,,PSS,46.0,184.0,VBQ890P86PB,2025-05-20 06:58:04.092,Category 36,Prod Category 15,18,VBQ890P86PB,12.0,,Industrial,9.7,,,SP887860883,Category 38,60.0,3.3,2.1,2.8,
,,,,PSS,,,NIR_OQR_VSM_B0_3WIP,2025-05-20 06:58:04.092,,Prod Category 5,52,NIR_OQR_VSM_B0_3WIP,,,,,,,SP881029832,,,,,,
,,,,PSS,77.0,308.0,VBQ778P71PB1BQ,2025-05-20 06:58:04.092,Category 36,,51,VBQ778P71PB1BQ,28.0,,Industrial,11.0,,,SP881167801,Category 38,150.0,4.6,3.0,3.8,150.0
,,,,PSS,14.0,,ISY0314,2025-05-20 06:58:04.092,Category 29,,18,,39.0,,Standard,9.0,,,SP887116788,Category 30,30.0,4.0,2.0,3.0,
,,,,PSS,4.3,12.8,IWP18S918QE,2025-05-20 06:58:04.092,Category 30,Prod Category 19,52,IWP18S918QE,10.5,,Non-Automotive,950.0,,,SP887367794,Category 6,500.0,3.5,2.5,3.0,
,,,,PSS,203.0,812.0,ISY718W558,2025-05-20 06:58:04.092,Category 44,,51,,160.0,,Industrial,2.7,,,SP887657716,Category 53,150.0,4.6,3.0,,
1500.0,750.0,,,PSS,134.0,536.0,VBK870PE5TB1I,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK870PE5TB1I,22.0,10.5,Industrial,1.7,,2.3,SP887544715,Category 38,25.0,2.0,1.2,1.8,
,,,,PSS,212.0,848.0,VBK878PE5TB1,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK878PE5TB1,44.5,21.0,Industrial,1.0,,1.3,SP885782414,Category 38,25.0,2.0,1.2,1.52,25.0
,,,,PSS,30.0,,ISYW518L,2025-05-20 06:58:04.092,Category 44,,18,,82.0,,Standard,75.0,,,SP887166764,Category 30,200.0,4.0,2.0,3.0,
,,,,PSS,-8.0,,BI3321MZ,2025-05-20 06:58:04.092,Category 29,,15,,40.0,,Standard,20.0,,35.0,SP887169436,Category 30,-30.0,,-1.0,,
,,,,PSS,,,NIR_TXWFS_VUL881,2025-05-20 06:58:04.092,,,51,NIR_TXWFS_VUL881,,,Industrial,,,,SP882190866,,,,,,
,,,,PSS,51.0,,ISYK33KB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,29.0,,Standard,13.9,,,SP887161568,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,7.4,12.0,IWOF08S918QE,2025-05-20 06:58:04.092,Category 41,Prod Category 15,52,IWOF08S918QE,15.3,,Non-Automotive,950.0,,,SP887679205,Category 6,700.0,3.5,2.5,,
,,,,PSS,65.0,,ISTS0457,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,,10.0,Standard,10.0,,12.5,SP887160216,Category 30,30.0,,1.0,,
,,,,PSS,4.5,11.0,IWM48S7N5W0,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM48S7N5W0,11.0,,Industrial,1200.0,,,SP887633515,Category 18,800.0,3.5,2.5,3.0,
31.0,12.0,,,PSS,,3.5,VBB238PF,2025-05-20 06:58:04.092,Category 32,Prod Category 21,15,VBB238PF,0.46,,Automotive,400.0,,,SP887241203,Category 32,30.0,2.0,1.2,,
,,,,PSS,76.0,,ISYB0040,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,73.0,,Standard,8.4,,,SP887102376,Category 53,75.0,3.7,2.1,2.9,
,,,,PSS,6.0,18.0,SPW86P48Q2,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,SPW86P48Q2,31.0,,Industrial,900.0,,,SP888642713,Category 2,800.0,3.9,2.1,3.0,
10000.0,2600.0,,,PSS,,400.0,VBQ873P82LB X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ873P82LB X,130.0,63.0,Industrial,1.4,,1.75,SP888293647,Category 33,30.0,2.0,1.0,,
,,,,PSS,4.5,11.0,IWW48S7N5W0,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW48S7N5W0,11.0,,Non-Automotive,1200.0,,,SP887633686,Category 18,800.0,3.5,2.5,3.0,
,,,,PSS,90.0,,ISY38S580,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,45.0,,Standard,5.1,,,SP887163245,Category 53,40.0,3.9,2.2,3.0,
,,,,PSS,3.2,,ISTLB7182,2025-05-20 06:58:04.092,Category 55,Prod Category 15,15,,6.4,,Standard,100.0,,200.0,SP887118175,Category 30,30.0,,1.0,,
,,,,PSS,9.9,19.0,IWOP68S618QE,2025-05-20 06:58:04.092,Category 40,Prod Category 19,52,IWOP68S618QE,20.5,,Non-Automotive,650.0,,,SP887184476,Category 6,600.0,3.5,2.5,3.5,
,,,,PSS,10.5,18.0,IWOF08S688QE,2025-05-20 06:58:04.092,Category 41,Prod Category 15,52,IWOF08S688QE,22.0,,Non-Automotive,600.0,,,SP887679208,Category 6,700.0,3.5,2.5,,
,,,1 Independent,PSS,,,IMM83BX68Q,2025-05-20 06:58:04.092,Category 8,Prod Category 31,52,,,,Industrial,,,,SP887622716,Category 27,,,,,
1770.0,101.0,,,PSS,25.0,100.0,IWM688P51P2 X,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,IWM688P51P2 X,22.0,,Industrial,60.0,,,SP887750423,Category 33,250.0,4.0,2.0,3.0,
3190.0,1520.0,,,PSS,-40.0,-160.0,VBK846W82PB2 X,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK846W82PB2 X,43.2,,Industrial,8.6,,,SP888302853,Category 45,-30.0,,,-2.5,
,,,,PSS,166.0,664.0,IWV879P84PY5B,2025-05-20 06:58:04.092,Category 3,,18,IWV879P84PY5B,124.0,,Standard,1.95,,,SP881107698,Category 54,80.0,3.8,2.2,3.0,80.0
,,,,PSS,59.0,230.0,ISY2080KB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,15,ISY2080KB,,,Standard,9.5,,12.5,SP887163358,Category 55,30.0,2.25,1.35,,
,,,,PSS,26.0,,ISYI3550,2025-05-20 06:58:04.092,Category 39,Prod Category 15,51,,73.0,,Standard,25.0,,,SP887163896,Category 30,200.0,5.0,3.0,4.0,
,,,,PSS,22.0,83.0,IWW68S899Q0,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW68S899Q0,42.0,,Industrial,99.0,,,SP887594888,Category 5,600.0,4.0,3.0,3.5,
570.0,11.0,,,PSS,8.0,22.0,IWP48S688W0,2025-05-20 06:58:04.092,Category 30,Prod Category 15,52,IWP48S688W0,20.0,,Industrial,600.0,,,SP887661883,Category 18,800.0,3.5,2.5,3.0,
,,,,PSS,205.0,820.0,IWW874P78P1,2025-05-20 06:58:04.092,Category 38,,51,IWW874P78P1,168.0,,Industrial,1.83,,,SP881026441,Category 38,100.0,3.8,2.2,3.0,100.0
,,,,PSS,362.0,1448.0,IWR873P78P1,2025-05-20 06:58:04.092,Category 48,,51,IWR873P78P1,169.0,,Industrial,1.4,,,SP881026056,Category 38,100.0,3.8,2.2,3.0,100.0
,,,,PSS,24.0,,ISYV52P58M,2025-05-20 06:58:04.092,Category 38,,18,,57.0,,Standard,100.0,,,SP887163834,Category 30,200.0,5.5,3.0,4.25,
,,,,PSS,17.0,72.0,IWV61S731QYM0O,2025-05-20 06:58:04.092,Category 2,Prod Category 19,52,IWV61S731QYM0O,,,Automotive,145.0,,,SP881168309,Category 10,650.0,4.5,3.5,4.0,650.0
,,,,PSS,5.8,,ISYLT4533,2025-05-20 06:58:04.092,Category 31,Prod Category 15,15,,,5.4,Standard,24.0,,41.0,SP887166995,Category 30,25.0,2.35,1.35,1.7,
,,,,PSS,,,IWQ56P78PS,2025-05-20 06:58:04.092,Category 9,,51,,,,,,,,SP888213093,Category 32,100.0,4.0,2.0,,
,,,,PSS,114.0,,ISY0148L,2025-05-20 06:58:04.092,Category 10,Prod Category 15,18,,120.0,,Standard,3.6,,,SP887117334,Category 53,60.0,3.7,2.1,2.9,
,,,,PSS,35.0,,ISY0099T5,2025-05-20 06:58:04.092,Category 10,Prod Category 15,51,,,,Standard,38.0,,,SP887117184,Category 55,250.0,,,,
1700.0,600.0,,,PSS,106.0,424.0,VBK8985PB,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK8985PB,26.0,13.0,Industrial,2.6,,3.5,SP888413246,Category 31,30.0,2.0,1.2,1.57,
,,,,PSS,240.0,,ISY2481B-0W,2025-05-20 06:58:04.092,Category 4,Prod Category 15,18,,130.0,,Standard,2.6,,,SP887113885,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,140.0,,IST2482,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,,,93.3,Standard,6.0,,9.0,SP887110945,Category 30,30.0,,1.0,1.0,
1600.0,280.0,,,PSS,73.0,292.0,VBK801P84PB1,2025-05-20 06:58:04.092,Category 19,Prod Category 15,18,VBK801P84PB1,24.0,,Industrial,7.5,,,SP887725313,Category 38,80.0,3.8,2.2,3.0,
,,,,PSS,197.0,788.0,IWV875P83PY5B,2025-05-20 06:58:04.092,Category 3,,15,IWV875P83PY5B,159.0,,Standard,1.25,,,SP881625979,Category 54,40.0,3.4,2.1,2.8,40.0
,,,,PSS,87.0,,IWY759P58PL6,2025-05-20 06:58:04.092,Category 4,,51,IWY759P58PL6,37.0,,Industrial,12.9,,,SP881165927,Category 42,200.0,4.5,3.0,3.7,200.0
,,,,PSS,230.0,,ISYB2780,2025-05-20 06:58:04.092,Category 3,,18,,160.0,,Standard,3.0,,,SP887106524,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,173.0,,OILMC01S884L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,OILMC01S884L7J,,,Automotive,,7.8,,SP881927645,Category 25,750.0,,,,750.0
,,,,PSS,47.0,141.0,SPF30P68Q2,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,SPF30P68Q2,252.0,,Industrial,70.0,,,SP888872912,Category 2,600.0,3.9,2.1,3.0,
,,,,PSS,94.0,,ISY7878KB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,63.0,,Standard,7.5,,,SP887118494,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,11.0,,ISY0480K,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,,7.2,Standard,13.8,,18.2,SP887113378,Category 30,30.0,2.25,1.35,1.8,
,,,,PSS,-1.7,,ISY0186,2025-05-20 06:58:04.092,Category 18,,18,,7.5,,Standard,270.0,,450.0,SP887105895,Category 30,-30.0,,-1.0,,
,,,,PSS,24.0,,IWCQ61S751QYM0O,2025-05-20 06:58:04.092,Category 23,,52,IWCQ61S751QYM0O,32.0,,Automotive,125.0,,,SP881164818,Category 10,650.0,4.5,3.5,4.0,650.0
,,,,PSS,7.6,,ISY0983,2025-05-20 06:58:04.092,Category 29,,15,,,7.5,Standard,16.2,,20.5,SP887101233,Category 30,30.0,2.25,1.35,1.8,
,,,,PSS,8.0,22.0,IPLN48S688W0,2025-05-20 06:58:04.092,Category 58,Prod Category 19,52,IPLN48S688W0,20.0,,Industrial,600.0,,,SP887097263,Category 18,800.0,3.5,2.5,3.0,800.0
370.0,118.0,,,PSS,2.3,9.3,VBB486PE,2025-05-20 06:58:04.092,Category 31,Prod Category 15,15,,,,Automotive,,,,SP888999226,Category 31,20.0,0.75,0.3,0.55,
,,,,PSS,259.0,1036.0,IWY870P84PY5B,2025-05-20 06:58:04.092,Category 4,,18,IWY870P84PY5B,124.0,,Standard,1.7,,,SP881104441,Category 54,80.0,3.8,2.2,3.0,80.0
,,,,PSS,24.0,,ISYS3658,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,,25.0,,Standard,78.0,,,SP887115584,Category 30,200.0,5.0,3.0,4.0,
,,,,PSS,160.0,,IST7383,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,,,93.3,Standard,4.0,,,SP887104164,Category 30,40.0,3.0,1.0,2.0,
,,,,PSS,160.0,,ISYW2286,2025-05-20 06:58:04.092,Category 44,,18,,85.0,,Standard,4.2,,,SP887163588,Category 30,60.0,4.0,2.0,3.0,
,,,,PSS,17.5,57.2,IWI61S798QYM,2025-05-20 06:58:04.092,Category 14,Prod Category 15,52,IWI61S798QYM,68.0,,Non-Automotive,,,,SP887940233,Category 8,650.0,4.5,3.5,,
2900.0,1100.0,,,PSS,,400.0,IWB838P82T X,2025-05-20 06:58:04.092,Category 16,Prod Category 15,15,IWB838P82T X,38.0,18.0,Non-Automotive,4.0,,5.9,SP888478436,Category 33,30.0,2.2,1.0,,
126.0,47.0,,,PSS,1.4,5.6,VBB476PF,2025-05-20 06:58:04.092,Category 32,Prod Category 15,15,VBB476PF,,,Automotive,,,,SP888970165,Category 31,20.0,0.75,0.3,,
494.0,131.0,,,PSS,4.5,18.1,VBT686BP,2025-05-20 06:58:04.092,Category 55,Prod Category 15,15,VBT686BP,,,Automotive,60.0,,,SP888697763,Category 33,60.0,2.3,1.3,,
,,,,PSS,22.4,72.0,IWF61S718QYM,2025-05-20 06:58:04.092,Category 44,,52,IWF61S718QYM,86.0,,Industrial,150.0,,,SP887940205,Category 8,650.0,4.5,3.5,4.0,
,,,,PSS,-22.0,-88.0,IWM618W86PL,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,IWM618W86PL,-39.0,,Industrial,65.0,,,SP883940516,Category 31,-60.0,,,-3.0,-60.0
,,,,PSS,140.0,470.0,IST2482VB,2025-05-20 06:58:04.092,Category 3,,18,IST2482VB,,,Standard,5.5,,7.5,SP887106186,Category 49,30.0,,1.0,,
,,,,PSS,13.0,42.9,IWW18S548QE,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW18S548QE,32.6,,Standard,280.0,,,SP888418478,Category 6,500.0,3.5,2.5,3.0,
,,,,PSS,30.0,89.0,IWF68S751Q6,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,IWF68S751Q6,96.0,,Non-Automotive,125.0,,,SP888637975,Category 4,600.0,3.5,2.5,,
,,,,PSS,293.0,1172.0,IWY878P86PY5B,2025-05-20 06:58:04.092,Category 4,,18,IWY878P86PY5B,203.0,,Standard,1.05,,,SP881144966,Category 54,60.0,3.3,2.1,2.8,60.0
,,,1EDN8550B,PSS,,,NIR_TXLV_VUL183,2025-05-20 06:58:04.092,,,51,NIR_TXLV_VUL183,,,Industrial,,,,SP881915103,,,,,,
,,,,PSS,230.0,920.0,IBQ855P78PL6,2025-05-20 06:58:04.092,Category 36,Prod Category 21,51,IBQ855P78PL6,73.0,,Industrial,2.24,,,SP881229114,Category 42,100.0,3.3,2.3,2.8,100.0
,,,,PSS,71.0,,IBQ8481PTB,2025-05-20 06:58:04.092,Category 36,Prod Category 21,51,IBQ8481PTB,25.0,13.0,Standard,7.8,,10.7,SP881328206,Category 38,100.0,2.3,1.1,1.6,100.0
,,,,PSS,6.0,17.0,IWM61S668QYM,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM61S668QYM,22.0,,Industrial,660.0,,,SP887770034,Category 8,650.0,4.5,3.5,4.0,
247.0,40.0,,,PSS,1.8,7.2,VSP205P,2025-05-20 06:58:04.092,Category 30,Prod Category 15,15,,9.5,,Automotive,230.0,,,SP887819256,Category 31,100.0,1.8,0.8,,
,,,,PSS,260.0,1040.0,IST2072B,2025-05-20 06:58:04.092,Category 3,Prod Category 15,15,,,75.0,Standard,3.0,,4.0,SP887114616,Category 30,30.0,2.5,1.0,1.75,
2990.0,523.0,,,PSS,80.0,320.0,IWM845P78P2 X,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,IWM845P78P2 X,42.0,,Industrial,8.2,,,SP887750453,Category 33,100.0,3.5,2.0,2.7,
16000.0,4000.0,,,PSS,180.0,1260.0,IWV877P83P X,2025-05-20 06:58:04.092,Category 4,Prod Category 15,15,IWV877P83P X,188.0,,Industrial,1.1,,,SP888244594,Category 33,40.0,4.0,2.0,3.2,
,,,,PSS,-11.0,,ISYS9853P,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,12.7,,Standard,175.0,,,SP887110794,Category 30,-55.0,-4.0,-2.0,-3.0,
,,,,PSS,,350.0,IWV848P82T X,2025-05-20 06:58:04.092,Category 3,Prod Category 15,15,IWV848P82T X,18.0,8.7,Industrial,8.0,,11.9,SP888283783,Category 33,30.0,2.2,1.0,,
670.0,,,,PSS,,160.0,IBK8987PTB,2025-05-20 06:58:04.092,Category 19,Prod Category 21,15,IBK8987PTB,9.1,4.4,Standard,6.0,,8.1,SP881383436,Category 48,25.0,2.0,1.2,,25.0
,,,,PSS,13.0,42.9,IWM18S548QE,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM18S548QE,32.6,,Standard,280.0,,,SP887296245,Category 6,500.0,3.5,2.5,3.0,
,,,,PSS,15.0,34.0,IWF98S238Q2,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,IWF98S238Q2,93.0,,Industrial,340.0,,,SP885134494,Category 2,900.0,3.5,2.5,3.0,
,,,,PSS,18.0,53.0,IWF68S748W0,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,IWF68S748W0,25.0,,Industrial,180.0,,,SP887686814,Category 18,600.0,4.0,3.0,3.5,
3600.0,900.0,,,PSS,114.0,456.0,IWV802P71P1,2025-05-20 06:58:04.092,Category 3,Prod Category 15,51,IWV802P71P1,49.0,,Industrial,7.3,,,SP887748668,Category 38,150.0,4.6,3.0,3.8,
,,,,PSS,65.0,,ISYJL4554,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,,,9.0,Standard,5.2,,8.7,SP887116104,Category 53,25.0,2.35,1.35,1.8,
,,,,PSS,343.0,,ISTV2823,2025-05-20 06:58:04.092,Category 38,Prod Category 15,15,,,108.0,Standard,1.7,,2.0,SP887104076,Category 30,40.0,2.5,1.0,1.75,
,,,,PSS,75.0,,ISY288W556,2025-05-20 06:58:04.092,Category 44,Prod Category 15,51,,127.0,,Standard,19.0,,,SP887145335,Category 53,300.0,,,,
,,,,PSS,9.6,,ISTJB6506,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,,,3.1,Standard,,,45.0,SP887115608,Category 30,20.0,1.1,0.5,0.8,
,,,,PSS,61.0,206.0,IWKO68S831W0,2025-05-20 06:58:04.092,Category 46,Prod Category 19,52,IWKO68S831W0,90.0,,Industrial,45.0,,,SP887466794,Category 18,600.0,4.0,3.0,3.5,600.0
564.0,202.0,,,PSS,,28.0,VBT285BP,2025-05-20 06:58:04.092,Category 55,Prod Category 15,15,VBT285BP,,,Automotive,,,38.0,SP887788665,Category 32,30.0,2.0,1.2,,
,,,,PSS,4.7,,ISY0237,2025-05-20 06:58:04.092,Category 29,Prod Category 15,18,,24.0,,Standard,50.0,,65.0,SP887100384,Category 30,55.0,,1.0,,
,,,,PSS,8.3,,ISY0480WVY-7,2025-05-20 06:58:04.092,Category 29,,15,,,12.0,Standard,,,25.0,SP887101566,Category 30,30.0,,1.0,,
,,,,PSS,110.0,,ISYS0138,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,86.0,,Standard,4.8,,,SP887161893,Category 53,60.0,3.7,2.1,2.9,
1199.0,22.0,,,PSS,14.0,51.0,IWM68S708QYM0,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM68S708QYM0,28.0,,Industrial,170.0,,,SP887670923,Category 9,600.0,4.5,3.5,4.0,
,,,,PSS,20.2,66.0,IWW61S798E6,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW61S798E6,73.0,,Non-Automotive,190.0,,,SP888439406,Category 15,650.0,3.5,2.5,,
,,,,PSS,75.0,,ISYJ0780,2025-05-20 06:58:04.092,Category 36,Prod Category 15,18,,48.0,,Standard,8.5,,,SP887166875,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,116.0,,IWW891P58PL6,2025-05-20 06:58:04.092,Category 38,,51,IWW891P58PL6,53.0,,Industrial,9.5,,,SP886808805,Category 42,200.0,4.5,3.0,3.7,200.0
,,,,PSS,80.0,,ISYBT2680,2025-05-20 06:58:04.092,Category 14,Prod Category 15,18,,56.0,,Standard,9.0,,,SP887161574,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,11.0,29.0,IWO48S318W0,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO48S318W0,24.0,,Industrial,450.0,,,SP887355114,Category 18,800.0,3.5,2.5,3.0,
,,,,PSS,173.0,,ILMC01S884L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILMC01S884L7J,,,Industrial,,7.8,,SP881144567,Category 25,750.0,,,,750.0
,,,,PSS,11.0,29.0,IWM48S318W0,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM48S318W0,24.0,,Industrial,450.0,,,SP887355656,Category 18,800.0,3.5,2.5,3.0,
5340.0,297.0,,,PSS,64.0,256.0,IWI588P51P2 X,2025-05-20 06:58:04.092,Category 14,Prod Category 15,51,IWI588P51P2 X,64.0,,Industrial,20.0,,,SP888073284,Category 33,250.0,4.0,2.0,3.0,
,,,,PSS,101.0,386.0,IWKO68S853W0,2025-05-20 06:58:04.092,Category 46,Prod Category 19,52,IWKO68S853W0,164.0,,Non-Automotive,24.0,,,SP887466795,Category 18,600.0,4.0,3.0,3.5,600.0
,,,,PSS,39.0,156.0,IWO756P78PL2B,2025-05-20 06:58:04.092,Category 39,Prod Category 21,51,IWO756P78PL2B,26.0,,Standard,12.6,,,SP887912824,Category 33,100.0,3.5,2.0,2.7,100.0
,,,,PSS,31.0,,ILVX61S762L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILVX61S762L7J,,,Industrial,,163.0,,SP881129740,Category 25,650.0,,,,650.0
,,,,PSS,,200.0,IWW848P82T X,2025-05-20 06:58:04.092,Category 38,Prod Category 15,15,IWW848P82T X,18.0,8.7,Non-Automotive,8.0,,11.8,SP888648426,Category 33,30.0,2.2,1.0,,
,,,,PSS,,,IWQ811P82T2,2025-05-20 06:58:04.092,Category 9,,15,,,,,50.0,,,SP888334948,Category 33,30.0,2.2,1.0,,
11100.0,1940.0,,,PSS,79.0,316.0,IWO828P78P2 X,2025-05-20 06:58:04.092,Category 39,Prod Category 15,51,IWO828P78P2 X,155.0,,Industrial,3.0,,,SP888363973,Category 33,100.0,3.5,2.0,2.7,
,,,,PSS,,,ISY0978,2025-05-20 06:58:04.092,Category 29,Prod Category 15,15,,,,Standard,,,15.0,SP887168864,Category 49,12.0,,,,
,,,,PSS,45.0,,ISYB3559,2025-05-20 06:58:04.092,Category 3,,51,,72.0,,Standard,48.0,,,SP887106573,Category 30,250.0,5.0,3.0,4.0,
975.0,340.0,,,PSS,36.0,144.0,VBK8989PB,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK8989PB,13.0,6.1,Industrial,12.0,,15.0,SP888425164,Category 31,30.0,2.0,1.2,1.67,
,,,,PSS,101.0,,ICE818P84PL1QX,2025-05-20 06:58:04.092,Category 19,Prod Category 21,18,ICE818P84PL1QX,34.6,,Industrial,5.0,,,SP881142773,Category 38,80.0,3.8,2.2,3.0,80.0
,,,,PSS,479.0,1914.0,VBQ883PE5TB1,2025-05-20 06:58:04.092,Category 36,Prod Category 21,15,VBQ883PE5TB1,238.0,135.0,Industrial,0.45,,0.85,SP883918283,Category 38,25.0,2.0,1.0,1.5,25.0
,,,,PSS,170.0,,ISY5980KB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,180.0,,Standard,4.5,,,SP887118944,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,49.0,,ISYK33PB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,42.0,,Standard,17.5,,,SP887160445,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,38.0,,ILKO61S818L5J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILKO61S818L5J,,,Industrial,,50.0,,SP881970570,Category 26,650.0,,,,650.0
470.0,130.0,,,PSS,23.0,92.0,VBK238P84PB2 X,2025-05-20 06:58:04.092,Category 19,Prod Category 15,18,VBK238P84PB2 X,6.8,,Industrial,34.0,,,SP888332623,Category 33,80.0,3.5,2.0,2.8,
,,,,PSS,7.3,,ISY0249WVY-7,2025-05-20 06:58:04.092,Category 29,,15,,23.0,,Standard,58.0,,98.0,SP887107968,Category 30,30.0,,1.0,,
,,,,PSS,112.0,,IBK823P86TL1,2025-05-20 06:58:04.092,Category 19,Prod Category 21,18,IBK823P86TL1,40.0,20.0,Industrial,3.4,,4.2,SP881385037,Category 38,60.0,2.3,1.1,1.7,60.0
,,,,PSS,789.0,3156.0,ICMJ59PE5TL1QX,2025-05-20 06:58:04.092,Category 19,,15,ICMJ59PE5TL1QX,191.0,88.0,Industrial,0.29,,0.35,SP881384417,Category 38,25.0,2.0,1.2,1.6,25.0
,,,,PSS,172.0,,IBQ820P72PL6,2025-05-20 06:58:04.092,Category 36,,51,IBQ820P72PL6,82.0,,Industrial,3.7,,,SP881466289,Category 42,135.0,3.5,2.5,3.0,135.0
,,,,PSS,53.0,212.0,IWW833P82TY5B,2025-05-20 06:58:04.092,Category 38,,15,IWW833P82TY5B,27.0,13.0,Standard,4.35,,6.0,SP881468142,Category 54,30.0,2.35,1.35,1.85,30.0
,,,,PSS,-31.0,,ISYS1281,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,42.0,,Standard,65.0,,,SP887110845,Category 30,-55.0,-4.0,-2.0,-3.0,
,,,,PSS,,27.0,IWM68S241QW,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM68S241QW,17.0,,Non-Automotive,385.0,,,SP888648624,Category 12,600.0,3.5,2.5,,
